Step,Loss_train
764,2.0727547526387913e-05
765,2.0652382031958827e-05
766,2.0633219375388034e-05
767,2.0639737135055825e-05
768,2.056646982779655e-05
769,2.0652950410729058e-05
770,2.059776258700185e-05
771,2.052684652859464e-05
772,2.0515464113890893e-05
773,2.050152770379376e-05
774,2.0533508546409178e-05
775,2.0540583641865133e-05
776,2.0506172135708028e-05
777,2.065418234077821e-05
778,2.0569184741683566e-05
779,2.053963913541746e-05
780,2.0558572973318265e-05
781,2.0585978998523613e-05
782,2.0496797682157864e-05
783,2.0520201023397442e-05
784,2.053552133719497e-05
785,2.0579333247427165e-05
786,2.0486985259724006e-05
787,2.044260575908755e-05
788,2.0397965403210246e-05
789,2.046241047014962e-05
790,2.0338036342593093e-05
791,2.0532808660785255e-05
792,2.0537177519446666e-05
793,2.0459330420265647e-05
794,2.0460289056182192e-05
795,2.046941781569219e-05
796,2.031929527893454e-05
797,2.0409483908183968e-05
798,2.0353544483513712e-05
799,2.0434656842371117e-05
800,2.0334852799527283e-05
801,2.041287580676399e-05
802,2.0507582588293456e-05
803,2.0432364606013103e-05
804,2.0311083097386322e-05
805,2.0475161023134465e-05
806,2.0619193685972206e-05
807,2.0577412789829204e-05
808,2.047286202098456e-05
809,2.0477278214696734e-05
810,2.0480765588844782e-05
811,2.0480258751071547e-05
812,2.0396181224463068e-05
813,2.0265605097047026e-05
814,2.0434540277419677e-05
815,2.0388817641531174e-05
816,2.037973955104138e-05
817,2.040554122395102e-05
818,2.038550332946775e-05
819,2.0365665901613854e-05
820,2.0421034747562727e-05
821,2.0385041581667744e-05
822,2.0253928518125686e-05
823,2.027717009170379e-05
824,2.0401189637930373e-05
825,2.0332753678472033e-05
826,2.0283407268930977e-05
827,2.0221712869439055e-05
828,2.025774630090022e-05
829,2.0301557368773115e-05
830,2.038929784745015e-05
831,2.0268871447990382e-05
832,2.03798061222851e-05
833,2.0257344025883457e-05
834,2.0357368956711146e-05
835,2.029864474555839e-05
836,2.0203297106732875e-05
837,2.039953012091755e-05
838,2.0320470391690635e-05
839,2.027821547384428e-05
840,2.028981611549986e-05
841,2.0236361439855144e-05
842,2.0292838608967995e-05
843,2.015608211180085e-05
844,2.022299158146359e-05
845,2.0296941996512945e-05
846,2.0201045348430928e-05
847,2.025705996427728e-05
848,2.0221872752559104e-05
849,2.0292501370580982e-05
850,2.0201391686673447e-05
851,2.0317213541831816e-05
852,2.0132938142014712e-05
853,2.027444161361532e-05
854,2.014351795741173e-05
855,2.0287631530126846e-05
856,2.0190064926110232e-05
857,2.022195325091546e-05
858,2.0259933893432598e-05
859,2.0192091733786426e-05
860,2.012949806380789e-05
861,2.018590358155376e-05
862,2.0209177412426193e-05
863,2.0279646499630543e-05
864,2.0206699662583074e-05
865,2.0302914664686662e-05
866,2.013064129959805e-05
867,2.0197484527835568e-05
868,2.0076018668717863e-05
869,2.013124225487245e-05
870,2.0153023112665764e-05
871,2.0172864820084915e-05
872,2.0120204919464075e-05
873,2.0047669495131706e-05
874,2.019485915705871e-05
875,2.0136412623473677e-05
876,2.010171993889093e-05
877,2.0203558978346716e-05
878,2.009589958004547e-05
879,2.0076749445177326e-05
880,2.014608036958956e-05
881,2.0126352549939325e-05
882,2.0086018578322664e-05
883,2.0080465329077504e-05
884,2.0115346398608866e-05
885,2.0072734553968605e-05
886,2.0158673041641068e-05
887,2.000937039963161e-05
888,2.0057779703294782e-05
889,2.0156378306231022e-05
890,1.9863692888074864e-05
891,2.0111136314224998e-05
892,2.0108741964127668e-05
893,2.009476914716663e-05
894,1.9916315700185785e-05
895,2.0130575437076175e-05
896,1.9965415064586694e-05
897,2.0091379961870243e-05
898,1.9943621987358382e-05
899,2.013326771794053e-05
900,2.0029743360101597e-05
901,2.0032351642385038e-05
902,1.9929352577113208e-05
903,1.996831230967739e-05
904,1.9858787270309564e-05
905,2.0096814364035284e-05
906,2.003900921390418e-05
907,2.0061060055769738e-05
908,1.9942764098089007e-05
909,2.0047827094856372e-05
910,1.996032075437996e-05
911,1.99957911881951e-05
912,1.995187283604851e-05
913,1.999863760244394e-05
914,2.0041148628234804e-05
915,1.9881828137217565e-05
916,1.990298304462434e-05
917,1.9785379780370836e-05
918,1.992474070491926e-05
919,2.0068245072464006e-05
920,1.9861165601013098e-05
921,1.9958354767420225e-05
922,1.9756775853740268e-05
923,1.995964708639753e-05
924,1.9842064626835327e-05
925,1.998126774027757e-05
926,1.9863663688924805e-05
927,1.9847181530638504e-05
928,1.990558237224842e-05
929,1.9858046079154068e-05
930,1.9853775064483694e-05
931,1.9909351358352134e-05
932,1.982816669545763e-05
933,1.984538116054223e-05
934,1.978255160383417e-05
935,1.9837842087567537e-05
936,1.9874138732083892e-05
937,1.9799021228542458e-05
938,1.981507939556759e-05
939,1.9716083694324158e-05
940,1.9765813988690102e-05
941,1.9729865714370562e-05
942,1.9883966036726493e-05
943,1.981580201808404e-05
944,1.973274521924775e-05
945,1.988629119951613e-05
946,1.9849980545709602e-05
947,2.000374613411405e-05
948,1.985556473202506e-05
949,1.9771679646831907e-05
950,1.9779461496623514e-05
951,1.9801449757843357e-05
952,1.9778888959100087e-05
953,1.9919249144875666e-05
954,1.9863375319410834e-05
955,1.982494624771257e-05
956,1.9600332299354386e-05
957,1.979386093278506e-05
958,1.9882788467194665e-05
959,1.985286064546346e-05
960,1.9899145122337338e-05
961,1.9893872798176672e-05
962,1.970372756072226e-05
963,1.9736732751038122e-05
964,1.9762518546425005e-05
965,1.96594254323708e-05
966,1.9838530968843917e-05
967,1.9750479461662785e-05
968,1.976596168055936e-05
969,1.9890195549117414e-05
970,1.9619825740604924e-05
971,1.9804346979975014e-05
972,1.957907399487707e-05
973,1.9771491118587205e-05
974,1.9689267891595707e-05
975,1.9777770871376783e-05
976,1.986624307464251e-05
977,1.984178048004319e-05
978,1.983055079632236e-05
979,1.9879660834302282e-05
980,1.985595082899314e-05
981,1.980954281062777e-05
982,1.982539798901246e-05
983,1.991549689607121e-05
984,1.978643754820145e-05
985,1.9872596435859393e-05
986,1.994606133780951e-05
987,1.9885805034855137e-05
988,1.9777196661960155e-05
989,1.9873994407751774e-05
990,1.9868743260377212e-05
991,1.9755968890474016e-05
992,1.969424177941543e-05
993,1.9691683644902788e-05
994,1.972857184193704e-05
995,1.980124996225134e-05
996,1.9773611995788087e-05
997,1.9689457311601233e-05
998,1.955290124274561e-05
999,1.977134871157252e-05
1000,1.9623415021860918e-05
1001,1.973460413046522e-05
1002,1.9755165372963983e-05
1003,1.9660601610743073e-05
1004,1.95677735110155e-05
1005,1.9775035303219765e-05
1006,1.960590723016788e-05
1007,1.9695816747780377e-05
1008,1.9734740333788676e-05
1009,1.9721392970665536e-05
1010,1.968914074680148e-05
1011,1.9580341441929366e-05
1012,1.9556517784933582e-05
1013,1.959028008525397e-05
1014,1.9715762448096768e-05
1015,1.9567494314667626e-05
1016,1.959561502156965e-05
1017,1.963076360968892e-05
1018,1.9635141277971886e-05
1019,1.9571246888857112e-05
1020,1.9499839527238856e-05
1021,1.9449136132918844e-05
1022,1.950603893478513e-05
1023,1.9664315092494204e-05
1024,1.957015831411021e-05
1025,1.9408618329368912e-05
1026,1.9357846871467512e-05
1027,1.9512808864209365e-05
1028,1.9366229479244103e-05
1029,1.9639282267992592e-05
1030,1.9514707462900196e-05
1031,1.9485086623023354e-05
1032,1.9427088476659822e-05
1033,1.952119808878159e-05
1034,1.9362255181520007e-05
1035,1.943034485704584e-05
1036,1.9301295801159995e-05
1037,1.944243739409739e-05
1038,1.935942856841487e-05
1039,1.9501750291054676e-05
1040,1.9290195067289036e-05
1041,1.934171842887614e-05
1042,1.9307280647125758e-05
1043,1.938386677702916e-05
1044,1.9475290206682882e-05
1045,1.942669651516097e-05
1046,1.933309389503386e-05
1047,1.9237407518675125e-05
1048,1.9352761335889593e-05
1049,1.9382952713794894e-05
1050,1.9326954756553712e-05
1051,1.9281318273437526e-05
1052,1.9162122167601465e-05
1053,1.9326531093686e-05
1054,1.9266786084617224e-05
1055,1.9353907601639815e-05
1056,1.934304309587557e-05
1057,1.9218610511750456e-05
1058,1.9256841405598238e-05
1059,1.93344121563025e-05
1060,1.9251201881343656e-05
1061,1.9272355647131907e-05
1062,1.9222055470732726e-05
1063,1.9274478043587953e-05
1064,1.9254906340825008e-05
1065,1.9310570629730892e-05
1066,1.922692951649149e-05
1067,1.918764486346166e-05
1068,1.9103580099071575e-05
1069,1.924019263386776e-05
1070,1.918253124533476e-05
1071,1.9172443162403694e-05
1072,1.924192165074791e-05
1073,1.913953838796648e-05
1074,1.9027616005909076e-05
1075,1.9221803837426148e-05
1076,1.9134182918192857e-05
1077,1.9108110358999832e-05
1078,1.9206367990092305e-05
1079,1.9080482513356886e-05
1080,1.9045674781652824e-05
1081,1.914094203232538e-05
1082,1.9089891547339657e-05
1083,1.913049100163147e-05
1084,1.9126300453808147e-05
1085,1.9095020069367632e-05
1086,1.9064636661409684e-05
1087,1.90617730528975e-05
1088,1.9080907514974197e-05
1089,1.9045865858984434e-05
1090,1.9054244115151888e-05
1091,1.8992596778210664e-05
1092,1.907061151591746e-05
1093,1.9071012150708666e-05
1094,1.8972676779511526e-05
1095,1.898293223986866e-05
1096,1.9018003938001133e-05
1097,1.8937830146008316e-05
1098,1.8985408409021387e-05
1099,1.907003391647967e-05
1100,1.891108389334041e-05
1101,1.890018670878551e-05
1102,1.891489225625791e-05
1103,1.904393042512483e-05
1104,1.8957092068288965e-05
1105,1.8914333581245128e-05
1106,1.9012454402895462e-05
1107,1.8971004274490018e-05
1108,1.896235304324146e-05
1109,1.9014013949593374e-05
1110,1.8833022143592804e-05
1111,1.8970673266078372e-05
1112,1.8852681849468436e-05
1113,1.8953317739062217e-05
1114,1.8969898671418217e-05
1115,1.893422367682251e-05
1116,1.877348998288506e-05
1117,1.889119603017351e-05
1118,1.8781432821789143e-05
1119,1.892802517227907e-05
1120,1.888109792190008e-05
1121,1.8859450525962382e-05
1122,1.8836296375029076e-05
1123,1.8910049358950965e-05
1124,1.8910630401136545e-05
1125,1.892925992169846e-05
1126,1.882633049721497e-05
1127,1.8818942678877688e-05
1128,1.8896661030881752e-05
1129,1.8762133150728224e-05
1130,1.8870331679089783e-05
1131,1.895477809003576e-05
1132,1.8834688135371876e-05
1133,1.868627500150644e-05
1134,1.8793081253559515e-05
1135,1.8843956030787392e-05
1136,1.8889761431168773e-05
1137,1.8810162543855682e-05
1138,1.8774491671753712e-05
1139,1.8734793168866992e-05
1140,1.884038410197462e-05
1141,1.8726940807268533e-05
1142,1.87845450181307e-05
1143,1.8837358640298323e-05
1144,1.880627035732099e-05
1145,1.8860472507139876e-05
1146,1.8833087245299558e-05
1147,1.8812329390281895e-05
1148,1.8690329287579506e-05
1149,1.8717146199467145e-05
1150,1.8777827627225958e-05
1151,1.8667019001550014e-05
1152,1.867632575221324e-05
1153,1.875156436327114e-05
1154,1.8786212453479267e-05
1155,1.8775705124208296e-05
1156,1.8794972346385646e-05
1157,1.8684097165933156e-05
1158,1.8833989105407663e-05
1159,1.8719312108847808e-05
1160,1.8611124337351164e-05
1161,1.8656386202069764e-05
1162,1.8709194046475956e-05
1163,1.8694718135648754e-05
1164,1.86977045558716e-05
1165,1.8731040912778977e-05
1166,1.8732473213979557e-05
1167,1.8745584903971422e-05
1168,1.8616900210917036e-05
1169,1.8624910669580493e-05
1170,1.8773049431030085e-05
1171,1.876224179164374e-05
1172,1.870764379898136e-05
1173,1.8637168698408315e-05
1174,1.8675646297602438e-05
1175,1.8643504804876656e-05
1176,1.8696890850880872e-05
1177,1.856167483538229e-05
1178,1.862345455209578e-05
1179,1.8550375555841176e-05
1180,1.8613668269242673e-05
1181,1.8625067475397352e-05
1182,1.8622028944643204e-05
1183,1.8508945130568077e-05
1184,1.8637874872909423e-05
1185,1.8688097181900014e-05
1186,1.8653438839925877e-05
1187,1.8649789662806932e-05
1188,1.867313626259746e-05
1189,1.855758309994652e-05
1190,1.872365099804374e-05
1191,1.858719129382522e-05
1192,1.8641703788760468e-05
1193,1.8578168326567925e-05
1194,1.8514573760678514e-05
1195,1.8648021167301525e-05
1196,1.8620426618601622e-05
1197,1.8618511640455897e-05
1198,1.8687771623964715e-05
1199,1.8568963946785273e-05
1200,1.8477661511752866e-05
1201,1.8614357313132402e-05
1202,1.8684639970073384e-05
1203,1.8565860349950465e-05
1204,1.8627993554668527e-05
1205,1.8561172602876013e-05
1206,1.8598173710415722e-05
1207,1.8607383317259498e-05
1208,1.861716441817787e-05
1209,1.8588239608072758e-05
1210,1.854596986581111e-05
1211,1.8591737411325618e-05
1212,1.8607486767690015e-05
1213,1.8597624739318727e-05
1214,1.852906435880012e-05
1215,1.8460787954068376e-05
1216,1.8549088855337064e-05
1217,1.8531195147814865e-05
1218,1.857112515209593e-05
1219,1.8541554923445842e-05
1220,1.8664385948044668e-05
1221,1.862619857187165e-05
1222,1.8666844276122447e-05
1223,1.859993747778372e-05
1224,1.8413877340918896e-05
1225,1.8588305646666727e-05
1226,1.8581018364386794e-05
1227,1.8596878708239045e-05
1228,1.8529126097561546e-05
1229,1.8416071852356213e-05
1230,1.857000308517497e-05
1231,1.850669919816238e-05
1232,1.856024511794469e-05
1233,1.8552839852636273e-05
1234,1.846425906038997e-05
1235,1.848860131462147e-05
1236,1.8682382311931243e-05
1237,1.8560448024882617e-05
1238,1.8477526415055185e-05
1239,1.8504352920971894e-05
1240,1.8543213652726047e-05
1241,1.859386340110909e-05
1242,1.8492448599130396e-05
1243,1.8491402883212946e-05
1244,1.858582767657515e-05
1245,1.855091664882033e-05
1246,1.857551858753992e-05
1247,1.861098485690169e-05
1248,1.8621064675369674e-05
1249,1.842381133955033e-05
1250,1.8449332997028514e-05
1251,1.8595017599287164e-05
1252,1.857014123510843e-05
1253,1.8524451379347037e-05
1254,1.8601748109462972e-05
1255,1.8600349242643006e-05
1256,1.855107351306399e-05
1257,1.8651078491851658e-05
1258,1.853671774864029e-05
1259,1.8451728430317567e-05
1260,1.8682984869113355e-05
1261,1.8580848537785235e-05
1262,1.8604566673286657e-05
1263,1.8643658020532852e-05
1264,1.8527902840963087e-05
1265,1.8529950147579493e-05
1266,1.841490237897395e-05
1267,1.8580156541046156e-05
1268,1.8638227859140197e-05
1269,1.856276977105027e-05
1270,1.8646882087889487e-05
1271,1.8573877657216698e-05
1272,1.858255410920935e-05
1273,1.8656536758277313e-05
1274,1.866183211621466e-05
1275,1.8678697855158138e-05
1276,1.8613337623108866e-05
1277,1.863793569837603e-05
1278,1.8600891998173405e-05
1279,1.8487940352330692e-05
1280,1.8716284269881565e-05
1281,1.875349638953404e-05
1282,1.8744708684837033e-05
1283,1.8690405796604556e-05
1284,1.8611708622620047e-05
1285,1.8642898276730474e-05
1286,1.863025295168094e-05
1287,1.866057468104598e-05
1288,1.8659515683719134e-05
1289,1.8678124914347278e-05
1290,1.8764180196244917e-05
1291,1.863618651601595e-05
1292,1.865790260445442e-05
1293,1.866591025673137e-05
1294,1.8645950046776057e-05
1295,1.871896365156497e-05
1296,1.869369447086103e-05
1297,1.8716472676522518e-05
1298,1.8684980274363238e-05
1299,1.8801730265381327e-05
1300,1.851259646536187e-05
1301,1.861874690649962e-05
1302,1.867556188655047e-05
1303,1.8555920144144365e-05
1304,1.8677717964869757e-05
1305,1.8562828668749118e-05
1306,1.864510581671106e-05
1307,1.881028817351154e-05
1308,1.8716640940959258e-05
1309,1.8661839900912955e-05
1310,1.869837388332857e-05
1311,1.8743147750938027e-05
1312,1.86539606500023e-05
1313,1.8693737137784567e-05
1314,1.8730219717599033e-05
1315,1.8612336082128104e-05
1316,1.8603329764134027e-05
1317,1.8741533373299956e-05
1318,1.8743371242635476e-05
1319,1.8726572663953875e-05
1320,1.8769025583736958e-05
1321,1.884702447923042e-05
1322,1.8711853391883413e-05
1323,1.8710822040725426e-05
1324,1.8618345265785743e-05
1325,1.8698852035442573e-05
1326,1.8702545961315895e-05
1327,1.8699890659866424e-05
1328,1.869123198022994e-05
1329,1.8715357266615092e-05
1330,1.8744194170193825e-05
1331,1.8838324549164058e-05
1332,1.8748573295505033e-05
1333,1.865717747101057e-05
1334,1.8611290873367956e-05
1335,1.860707201910542e-05
1336,1.858893994337721e-05
1337,1.862806635509593e-05
1338,1.88767674681725e-05
1339,1.8772218463848915e-05
1340,1.8683535347590145e-05
1341,1.8712595654988617e-05
1342,1.8729012732152128e-05
1343,1.8649622200511586e-05
1344,1.8757072053386946e-05
1345,1.8689724911407987e-05
1346,1.8699466138172243e-05
1347,1.874294566799217e-05
1348,1.8681065771640653e-05
1349,1.8672760466163565e-05
1350,1.8598730255621185e-05
1351,1.8542515859224948e-05
1352,1.8629325539426857e-05
1353,1.8615495641704627e-05
1354,1.86494841395642e-05
1355,1.8680903205479562e-05
1356,1.8700947486693034e-05
1357,1.8721164198538334e-05
1358,1.8649642099508306e-05
1359,1.8664122516482744e-05
1360,1.8696511501654128e-05
1361,1.866993076213815e-05
1362,1.86996438025154e-05
1363,1.855072283350432e-05
1364,1.8686258106185642e-05
1365,1.8646926692081074e-05
1366,1.8677078456140284e-05
1367,1.8723887295977608e-05
1368,1.8592884158582348e-05
1369,1.871714883484838e-05
1370,1.8730696208586833e-05
1371,1.8678535150926123e-05
1372,1.865986276773464e-05
1373,1.878158447417215e-05
1374,1.8523771904310604e-05
1375,1.857955978933466e-05
1376,1.8636589517805115e-05
1377,1.8638549233779882e-05
1378,1.8530656897956688e-05
1379,1.858700493022224e-05
1380,1.8613973492909503e-05
1381,1.8601164073893452e-05
1382,1.8732334611040464e-05
1383,1.8558118226583425e-05
1384,1.8533463980676467e-05
1385,1.856211022366977e-05
1386,1.8660356043206488e-05
1387,1.8625995205594565e-05
1388,1.8684871337355264e-05
1389,1.864578441059533e-05
1390,1.856700950568977e-05
1391,1.8647087383676046e-05
1392,1.872877984704013e-05
1393,1.8628926909039105e-05
1394,1.8592687077223997e-05
1395,1.8622428081238225e-05
1396,1.8624410917600673e-05
1397,1.858359159011462e-05
1398,1.861764276631458e-05
1399,1.8513845860749387e-05
1400,1.851404425853165e-05
1401,1.8562138342636533e-05
1402,1.8542876652479707e-05
1403,1.8598889167652973e-05
1404,1.8474049471278653e-05
1405,1.8515003935521954e-05
1406,1.8557013946427403e-05
1407,1.8403175802703114e-05
1408,1.8463083849780857e-05
1409,1.8518669988327758e-05
1410,1.8572594918018024e-05
1411,1.8380466243940994e-05
1412,1.8463458787704956e-05
1413,1.8428708163211218e-05
1414,1.847611322432702e-05
1415,1.8454329441710216e-05
1416,1.83974496959463e-05
1417,1.8407585750764433e-05
1418,1.84837002178872e-05
1419,1.843313825474346e-05
1420,1.848271468854166e-05
1421,1.8423043543774746e-05
1422,1.8407501688531554e-05
1423,1.836437340116365e-05
1424,1.8392650283538103e-05
1425,1.8452530193756864e-05
1426,1.8410029088805144e-05
1427,1.8400458805243536e-05
1428,1.8347978479474747e-05
1429,1.8422087649009362e-05
1430,1.8459077534486485e-05
1431,1.8427349435286863e-05
1432,1.8427010414169898e-05
1433,1.84544497529438e-05
1434,1.833596213271342e-05
1435,1.8417833427056623e-05
1436,1.8336431855692596e-05
1437,1.839776271191166e-05
1438,1.840997776822319e-05
1439,1.8289262402314386e-05
1440,1.8360715530801734e-05
1441,1.8464972786198848e-05
1442,1.8349617731412897e-05
1443,1.834429029367836e-05
1444,1.829842028243869e-05
1445,1.8301948839722873e-05
1446,1.833224042766714e-05
1447,1.832786699255633e-05
1448,1.8373540552940417e-05
1449,1.8233114088846816e-05
1450,1.8241910237245766e-05
1451,1.8398755190563075e-05
1452,1.8379381520296134e-05
1453,1.8291876264911504e-05
1454,1.8401687109980938e-05
1455,1.8226386273745752e-05
1456,1.829418465255905e-05
1457,1.8310511572576807e-05
1458,1.829798578179524e-05
1459,1.8290505057877484e-05
1460,1.833177606902832e-05
1461,1.829695171957035e-05
1462,1.826035106789966e-05
1463,1.837498051406878e-05
1464,1.8210335955229216e-05
1465,1.8252304239265102e-05
1466,1.8212235682238158e-05
1467,1.828159533601097e-05
1468,1.8308052869554134e-05
1469,1.834326534999288e-05
1470,1.829861382826306e-05
1471,1.8348410813893088e-05
1472,1.8299258479026037e-05
1473,1.823229735294599e-05
1474,1.826128550372024e-05
1475,1.8243643014500164e-05
1476,1.8202470355131013e-05
1477,1.8322094190435137e-05
1478,1.815244998024836e-05
1479,1.8332757899593175e-05
1480,1.8104864714094418e-05
1481,1.8174204910317453e-05
1482,1.814073249591611e-05
1483,1.8124426581995867e-05
1484,1.8122688975900956e-05
1485,1.823622947871181e-05
1486,1.8081651933845533e-05
1487,1.8222489854197244e-05
1488,1.8297631239258158e-05
1489,1.8119819906462104e-05
1490,1.8111385624692667e-05
1491,1.8114134731717017e-05
1492,1.80701001946307e-05
1493,1.8262214404511874e-05
1494,1.8147263567394236e-05
1495,1.8159049810887647e-05
1496,1.8098869241892768e-05
1497,1.8165894090553723e-05
1498,1.812770222834242e-05
1499,1.8162718772524782e-05
1500,1.8041044924920848e-05
